price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,grade,sqft_above,sqft_living15,yr_built
415000,3,1,1170,6700,1,0,8,1170,2410,61
536000,3,1.75,1580,3764,1.5,0,7,1280,1560,73
246500,3,1.5,1270,11600,1,0,7,1270,1380,54
395000,3,1.75,1480,7700,1,0,8,1480,1930,43
739000,3,2.25,2220,10530,1,0,8,1700,2500,44
1.27E+06,4,2.75,3200,13729,2,0,11,3200,4050,34
190000,3,1,910,10575,1,0,7,910,1470,50
305000,3,1.5,1480,9086,1,0,7,1480,1540,56
925000,4,4.25,3770,13058,2,0,8,3770,2200,35
895000,4,3,3500,13444,2,0,10,2360,3140,41
656000,3,1.75,1480,7475,1.5,0,8,1480,2120,75
560000,4,1,1660,4690,1.5,0,7,1260,1400,73
610000,5,2.25,2520,11700,2,0,9,2520,2530,41
645000,4,2.5,2850,37522,2,0,9,2850,2980,31
259000,3,2.5,2153,4400,2,0,8,2153,2434,11
980000,4,2.5,3780,10962,2,0,10,3780,3310,28
872000,4,4,3770,9750,1,0,9,1940,2260,51
1.00E+06,6,2.75,3600,9675,1,0,9,1940,2990,41
900000,3,2.75,2980,12600,1.5,0,8,1590,1520,77
475000,4,1.5,2320,5534,1.5,0,7,1540,1670,103
350000,5,2.75,2980,13482,1,0,8,1730,2900,43
840000,4,1.75,2930,11562,1,0,9,1670,2530,71
500000,4,2.5,2040,8400,1,0,8,1420,2540,55
202500,3,1.5,1510,9898,1,0,7,1110,1420,64
523000,4,2.5,2660,65340,2,0,8,2660,2850,30
225000,3,2.5,1740,10050,2,0,7,1740,1300,29
418200,3,2.25,2240,9542,1,0,7,1190,2080,38
356500,4,1.75,1570,9670,1,0,7,1170,2080,59
670000,4,3,2500,5000,1.5,0,7,1460,1720,92
456150,3,2.25,1750,12408,1,0,7,1150,1820,56
471000,4,2.5,3030,9687,2,0,8,2020,2050,20
558000,3,2.5,1680,934,3,0,8,1680,1740,10
1.38E+06,6,4.5,5740,10312,2,0,11,3610,4350,18
161500,3,1,1220,6000,1,0,7,1220,1420,57
311000,3,1,1310,8370,1.5,0,7,1310,1310,56
470000,6,1.75,2490,8732,1.5,0,8,2490,1840,52
569000,3,3.25,2220,8227,1.5,0,8,1770,1750,89
689000,4,2.5,2240,7350,2,0,9,2240,2200,29
271900,3,1.75,1890,11875,1,0,7,1230,1580,39
278000,4,2.5,1850,6037,2,0,7,1850,1860,27
820000,2,2.5,2210,4440,2,0,8,1440,1560,87
399500,3,1.75,1410,7700,1,0,7,1410,1560,51
462000,3,2.75,1890,2614,2,0,9,1890,1800,39
347500,3,1,1830,12036,1,0,7,1550,1810,41
562100,2,0.75,1440,3700,1,0,7,1200,1440,104
230000,2,1,950,7560,1,0,6,950,1160,60
687000,4,2.5,2370,10083,2,0,8,2370,2370,52
725786,4,2.5,3070,5762,2,0,10,3070,3630,18
315500,3,1,1300,12600,1,0,7,1300,1480,49
312000,4,2,1300,7054,1,0,7,1300,1560,68
343000,3,3.25,1210,1173,2,0,8,1000,1650,16
385195,1,1,710,6000,1.5,0,6,710,1440,3
415000,4,2.25,2240,12650,1,0,8,1730,2150,37
461000,3,1.75,3600,8666,2,0,6,2400,2290,70
369990,4,2.5,1960,7133,2,0,7,1960,1960,16
349950,4,2.5,1820,3134,2,0,7,1820,1820,19
285750,3,2.25,1960,17126,1,0,8,1400,2060,52
542500,4,2.25,1750,10160,1,0,8,1320,2170,46
830000,5,3.5,3700,5400,2,0,9,2890,3620,7
705000,4,2.5,2910,20946,2,0,8,2350,2020,42
615000,2,1,1270,5000,1,0,8,1090,1640,69
184500,2,1,720,5880,1,0,6,720,1440,78
412000,2,1,1040,5120,1,0,7,1040,1250,117
250000,3,1.5,2210,11111,1.5,0,7,2210,1250,84
580000,5,2,2060,6000,2,0,7,2060,1770,115
220000,2,1,780,6000,1,0,6,780,1080,95
675000,4,2.75,2240,8937,1,0,8,1460,2360,42
373500,2,1,800,3330,1,0,7,800,1300,100
662700,2,1.5,2440,6900,2,0,7,1590,1770,108
239950,5,1,1460,6032,2,0,6,1460,1060,77
383000,3,1,1150,10196,1,0,7,1150,1410,61
485000,3,2.75,2650,12350,1,0,7,1470,1950,43
610000,4,2.75,2600,36583,1,0,8,1580,2300,42
545000,6,1.75,1820,6250,1,0,7,1130,1820,64
780000,2,2.5,2560,2500,2,0,8,1690,1890,117
305000,3,2.5,1714,3240,2,0,8,1714,1714,13
405000,3,1,1330,15678,1,0,7,900,1330,34
1.11E+06,5,3.5,7350,12231,2,0,11,4750,5380,17
273000,3,1.75,2050,9045,2,0,6,2050,1200,59
326500,3,1,1810,12375,2,0,7,1810,1420,48
365000,3,1.75,1380,9134,1,0,7,880,1400,37
1.00E+06,3,2.75,3070,10739,2,0,10,2440,3490,31
422500,2,1,800,4046,1,0,7,800,1400,78
354450,4,2.75,2140,9920,2,0,8,2140,2130,25
320000,3,1,1330,9540,1,0,7,1330,1250,47
223000,3,1,1030,9120,1,0,7,1030,1470,57
410000,3,2.5,1740,4948,2,0,7,1740,1290,10
438000,3,1,1200,4000,1.5,0,6,1200,1390,95
390000,3,3,1490,2944,2,0,7,960,1590,25
298500,4,2.5,1890,5954,2,0,7,1890,2030,14
749999,5,2.25,3060,13630,2,0,10,3060,3430,29
779000,6,2.5,3250,12000,1,0,8,1800,3490,52
570000,3,2.75,2730,11936,2,0,8,1530,2810,40
385000,3,1,810,4600,1,0,6,810,1520,100
649000,4,2,2240,11040,1,0,8,1120,1790,57
283000,3,1,1740,5247,1,0,7,1270,1070,71
699900,4,2.25,2380,16236,1,0,7,1540,2230,57
278500,4,1,1540,8400,1,0,7,770,1520,47
700000,4,1.75,2340,9100,1,0,8,1610,2470,43
535000,4,2.75,2710,45963,2,0,9,2710,2710,23
234500,3,1.75,1310,18400,1,0,7,870,1840,64
374150,3,1.75,1390,9585,1,0,7,1390,1240,45
397000,4,2.5,2201,9542,2,0,8,2201,1990,12
613000,3,2.25,1960,10385,1,0,8,1960,2800,30
1.15E+06,3,2.5,2850,10474,1,0,8,1730,2820,64
595000,4,1.75,1880,4080,1,0,7,940,1410,94
340000,5,2.75,2440,6858,2,0,8,2440,2300,15
388000,4,2.5,2560,5800,2,0,9,2560,3040,13
404000,3,1.75,1410,15210,1,0,7,1410,1970,68
810000,3,2,2870,6360,1.5,0,8,1790,2310,72
405000,4,2.5,2620,9359,2,0,9,2620,2580,31
726000,5,3,2970,10335,2,0,9,2970,2970,18
266000,3,2.5,1780,7214,1,0,7,1400,1520,32
722500,5,2.25,3700,7207,1,0,8,1850,2340,48
352000,4,2.5,1252,25002,1,0,8,992,1860,22
265000,4,1.5,1240,8158,1,0,7,1110,1520,57
856000,3,2.5,2160,3920,2,0,9,2160,1500,4
346950,3,2.5,2040,4348,2,0,8,2040,2380,12
866059,5,3.5,3130,4797,2,0,9,2570,3440,4
410000,3,2.5,2350,4456,2,0,7,2350,2350,14
370000,3,1.75,1570,16817,2,0,7,1570,1600,36
230000,3,1,1530,389126,1.5,0,7,1530,1768,99
400000,2,2,1520,5010,1,0,7,1520,1110,19
172000,3,1,1350,9680,1,0,7,820,1320,59
615000,3,1.75,1950,8480,1,0,8,1250,1740,56
860000,4,3.5,3950,9600,2,0,10,3950,3110,20
555000,3,1.75,2040,6000,1,0,7,1120,1530,60
579000,3,2.5,1990,4040,1.5,0,8,1390,1180,92
385000,3,1.75,1300,7030,1,0,7,1300,1450,50
420000,4,2.25,2030,12000,2,0,7,2030,2190,41
645000,3,1.75,2340,6750,1.5,0,7,1620,1410,104
549950,3,2.5,2160,6288,2,0,8,2160,1830,22
678000,3,2.75,2770,10000,1,0,8,1640,2450,56
199000,4,2,2030,8120,2,0,7,2030,1520,68
604000,3,1,1440,13824,1,0,7,1440,2540,61
268000,5,1.75,1730,10368,1,0,7,1010,1730,55
960000,5,3.5,4510,16305,2,0,10,2820,4330,15
509250,3,2.5,2100,7600,1,0,7,1450,2010,38
416000,3,2.5,1800,5372,2,0,8,1800,1650,31
190000,3,1,1090,8520,1,0,7,1090,1190,51
212000,3,1.5,1010,10000,1,0,7,1010,2420,45
325900,3,2.5,2040,9765,2,0,8,2040,2350,33
560000,3,3.5,2270,4088,2,0,8,1880,1760,22
275000,3,2.5,1730,5799,2,0,7,1730,1710,31
665000,4,2.5,2480,15411,2,0,8,2480,2940,24
1.51E+06,4,3.5,3480,7232,2,0,9,2580,2380,92
375000,4,2,1720,2410,1,0,7,970,1160,88
359950,3,1.75,1570,6975,1,0,7,1040,1280,39
340000,4,2.75,3527,7200,2,0,7,3527,2490,13
401000,2,1,840,8100,1,0,7,840,1100,70
669000,2,1.75,1950,10766,1,0,6,1160,1780,66
638500,4,2.5,1980,6568,2,0,8,1980,2310,14
545000,2,1.5,1620,3760,2,0,7,1170,2130,94
524000,4,1,1980,7015,1,0,7,1260,1570,45
1.61E+06,5,3.75,3530,13260,2,0,10,3530,3340,5
280000,2,1,1260,4800,1,0,6,1100,1260,71
828000,4,2.5,2120,10841,1,0,8,1500,3130,39
223000,3,1.75,1360,10573,1,0,7,1360,1580,34
1.29E+06,4,3.5,3100,2261,2,0,9,2250,2660,37
750000,2,2,2370,155130,1,0,7,2370,1860,48
430000,2,1,1460,9207,1,0,7,1210,1500,71
711000,4,1.75,1980,10800,1,0,6,990,2180,70
310000,4,2.5,1930,7014,2,0,8,1930,1990,24
415000,5,1.75,3700,9140,1,0,8,1850,2190,61
274900,4,2.5,1970,6600,2,0,7,1970,1970,31
525000,3,3,2470,36445,2,0,8,2470,2310,38
179500,3,1,1180,32214,1,0,7,1180,2300,66
478000,3,1,1280,2580,1.5,0,8,1280,1410,108
195000,3,1.75,1380,7350,1,0,7,990,1660,37
385000,4,3,2740,10925,1,0,8,1670,2330,38
401000,3,2.75,2020,9505,1,0,7,1260,2080,49
522000,4,2.5,2835,6598,2,0,8,2835,2770,16
330000,4,1.75,1520,14417,1,0,7,1520,1600,50
503000,3,2.5,2190,4882,2,0,9,2190,2190,19
175000,5,1.75,1680,8400,1,0,7,1680,1800,39
963990,4,3.5,3915,6364,2,0,9,3915,3830,4
845000,5,2,1720,9972,1,0,8,1720,2700,67
157500,2,1,670,4500,1,0,5,670,1210,113
450000,2,3,1790,1709,2,0,7,1400,1460,17
925000,4,1.75,2440,11793,1,0,8,1420,2500,68
600000,2,1,920,5029,1,0,7,920,1230,80
709000,4,1,1680,4087,1.5,0,7,1680,1740,107
1.39E+06,5,3.75,3290,6480,2,0,10,2190,2010,80
248000,3,2.5,2120,6840,1,0,7,1220,1820,34
245000,3,1,910,6630,1,0,6,910,950,106
332000,2,1,1000,4776,1,0,6,1000,1500,76
459950,3,2.5,2340,4273,2,0,7,2340,2400,16
425000,3,2,1180,1800,2,0,8,1180,1500,24
460000,3,2.25,2080,50965,1,0,8,1590,2270,39
838300,6,2.5,3760,12978,1,0,9,2360,2300,51
256000,3,2.5,1480,7200,2,0,7,1480,1350,23
864000,3,2.75,3060,13554,2,0,10,3060,3060,34
900000,4,3.5,3070,4440,2,0,9,2030,1780,96
145600,3,1,1170,7560,1,0,6,1170,1170,60
865000,5,3,2900,6730,1,0,8,1830,2370,41
250250,3,2.25,2210,8000,2,0,8,2210,1990,49
162000,4,2,1440,7641,1,0,5,1440,1440,75
450000,4,1.75,1980,7350,1,0,7,1430,1870,45
675500,4,2.75,2060,21344,1,0,8,1460,2060,40
697000,3,2.25,2420,5304,1.5,0,7,1640,1560,71
1.32E+06,3,3.25,3440,4080,2,0,9,2560,3110,13
490000,3,1.75,1600,16510,1,0,8,1600,1510,34
590000,3,2.25,2210,5742,1,0,8,1460,1900,67
280000,4,1.75,2250,16000,1,0,8,1450,1930,61
515000,2,1,1680,6500,1,0,7,1140,1610,77
576000,3,1,1140,5395,1,0,7,1010,1700,109
375000,3,1.75,1430,10574,2,0,7,1430,1900,37
478000,3,1,1440,7107,1,0,7,1000,1540,38
282000,3,1,1670,5200,1,0,7,1030,1620,41
1.40E+06,4,4.5,3080,10550,2,0,8,1940,2780,42
593500,5,3.25,4300,50405,2,0,8,3220,2680,46
724950,4,3.5,3010,174240,2,0,9,3010,2720,14
306000,3,1.75,1560,7500,1,0,8,1560,1600,52
341000,4,1.75,1920,7665,1,0,8,1500,2100,43
399950,3,2.5,1400,4400,1,0,7,1400,1060,88
534000,5,2,2280,3600,2,0,7,2280,1740,26
635000,6,2.5,3880,5700,2,0,7,3880,2620,15
350000,2,1,1350,3880,1,0,6,950,1670,91
856000,3,1.5,1480,2700,1.5,0,7,1480,1970,90
582000,4,3,1670,1189,3,0,8,1427,1700,18
799000,4,2.5,3400,6742,2,0,9,3400,2970,14
423700,3,2.5,2070,3986,2,0,8,2070,2090,19
1.84E+06,4,3.5,4870,39190,2,0,12,4870,5000,23
322000,3,2,1760,43575,1,0,7,1160,1760,30
929000,4,3.25,4030,57499,2,0,9,4030,3470,16
443000,2,1,1130,5413,1,0,7,880,1250,79
441500,3,1.75,1510,7700,1,0,7,1510,1440,50
875000,4,3.5,3110,108464,2,0,8,3110,2340,39
3.60E+06,3,3.25,5020,12431,2,1,10,3420,3680,77
450000,2,1,740,5100,1,0,7,740,920,71
425000,3,2.25,1630,10500,1,0,7,1100,1640,44
660000,4,1.75,2780,9900,2,0,10,2780,2600,40
763101,3,1.75,1990,5560,1,0,7,1100,1460,79
499000,4,2.75,2250,14149,2,0,9,2250,2450,26
521000,3,1.75,1720,37363,1,0,8,1350,2740,44
302000,2,1,900,423838,1,0,6,900,1810,93
293000,4,2.25,2360,6260,2,0,7,2360,2144,20
335000,3,2.25,1530,4580,2,0,7,1530,2110,7
499000,2,1,1450,3090,2,0,7,1450,1450,99
600000,3,1.75,2040,5000,1.5,0,7,1780,1690,94
720000,4,1.75,2620,11041,1.5,0,9,2620,2230,56
195000,2,2,1180,2553,2,0,6,1180,1310,13
249000,3,1,1110,8423,1,0,7,1110,1140,66
334000,3,2.25,1840,9781,2,0,7,1840,1490,29
599950,4,1.75,2720,7810,1,0,8,1510,2120,66
149900,2,1.75,1090,1950,1,0,8,1090,1360,36
700000,4,1.75,1730,6500,1,0,7,1250,1910,73
525000,4,1.5,1170,6240,1,0,6,1170,2380,58
1.05E+06,4,3.75,4740,126759,2,0,10,4740,3060,27
402000,3,2.5,1960,8000,1,0,7,1290,1960,41
450000,3,2,1430,3480,1,0,7,980,1450,71
520000,3,2.25,2510,43995,2,0,8,2510,2470,37
205000,3,1.75,1420,6980,1,0,7,820,1470,38
635000,3,2.25,2680,175982,1,0,9,2680,3170,14
210500,3,1,1220,9600,1,0,7,1220,1310,60
406650,2,1,1070,6100,1,0,6,1070,1770,78
350000,3,1.75,1580,19998,1,0,7,1580,1860,50
425000,4,1.75,1820,6000,1,0,7,930,1590,76
798000,3,3.5,3590,6402,2,0,10,3590,3230,19
180000,3,1,1960,9583,2,0,5,1960,1850,110
1.25E+06,5,3.25,3160,13238,2,0,8,3160,2360,46
435000,4,2,2030,4033,2,0,7,1630,1350,93
355000,3,1.5,1240,15867,1,0,7,1240,1570,56
3.00E+06,5,3.25,5370,14091,2,0,10,3850,2410,100
685000,5,2.5,2670,14455,2,0,9,2670,1810,60
311000,3,1,1640,12060,1,0,7,1640,1680,58
305000,4,2.25,2130,9600,1,0,7,2130,1710,52
675000,3,2.5,2550,4954,1.5,0,7,1850,1700,94
769000,4,2.75,3630,15405,1,0,8,1850,3380,50
430000,3,1.5,1690,9708,1.5,0,7,1690,1570,64
516250,6,2,2390,8660,1.5,0,7,2390,2250,93
760000,3,3.5,2350,10739,1,0,7,1340,2580,78
579950,3,3.5,1420,1217,2,0,8,1180,1494,15
476000,3,2.25,1570,7187,1,0,8,1170,1660,38
510000,3,1.75,1600,19200,1,0,7,1600,2010,51
205000,2,1,720,5040,1,0,6,720,1357,63
240000,3,1,1470,7350,1,0,7,1470,1720,49
738000,5,3.5,2790,16952,2,0,10,1970,2980,27
420000,3,1.75,1720,8102,1,0,6,860,1440,78
455000,3,1.75,1300,9600,1,0,7,1300,2070,49
765000,4,1,2520,5500,1.5,0,8,1820,2350,106
372000,4,1.5,1780,7914,1.5,0,7,1780,1350,56
160000,3,1,1200,8360,1,0,6,1200,1570,70
772000,4,2.5,2990,9643,2,0,9,2990,2990,15
1.13E+06,5,1.75,1910,5640,2,0,9,1910,2050,112
479000,3,1,1370,3000,1.5,0,7,1370,1510,94
570000,3,2.5,1910,4941,2,0,8,1910,1910,19
350000,4,1,1170,8147,1.5,0,6,1170,1260,59
353000,3,2.5,1250,864,3,0,8,1250,1330,14
699000,5,2.5,3340,24755,2,0,10,3340,3420,16
265000,3,2,1380,8536,2,0,7,1380,1260,63
167000,1,1,780,10235,1.5,0,6,780,930,29
500000,4,2.25,2080,8000,1,0,8,1390,1800,54
700000,3,1,1410,7200,2,0,6,1410,1640,117
295000,1,1,520,5600,1,0,6,520,1030,100
1.01E+06,4,3.5,3500,4080,2,0,9,2590,2430,14
209000,2,1,840,5265,1,0,6,840,920,49
276000,3,1.75,2240,9200,1,0,7,1440,1740,50
380000,4,2.5,2100,5857,2,0,8,2100,2090,16
315000,3,1.5,1750,12500,1,0,7,1150,1680,64
685530,4,2.5,3130,60467,2,0,9,3130,2780,22
254600,3,2,1470,20000,1,0,7,1470,1390,50
230000,3,2,1440,5600,1,0,6,720,1120,76
335000,3,3,1430,1249,3,0,8,1430,1020,15
550000,4,2.5,2170,9600,1,0,7,1460,1940,38
123300,3,1,1150,8050,1.5,0,7,1150,1360,62
275436,4,2.75,2170,9658,1.5,0,7,2170,1490,52
325000,4,3.5,2630,3435,1.5,0,7,1640,1920,34
635000,4,2.5,2490,40608,2,0,9,2490,3170,21
513000,3,1.75,1710,5000,1,0,7,1110,920,74
580000,4,2.5,2130,35752,1,0,8,1490,3030,38
225000,3,1,940,9272,1,0,7,940,1270,64
265000,3,1,1400,9460,1,0,7,1060,1570,57
313000,4,1.75,1630,3000,1,0,7,930,1630,40
296000,2,1,1370,8400,1,0,7,1370,1330,70
655500,4,2.75,2380,15800,1,0,8,1680,1950,61
250750,5,1.75,2140,12058,1,0,8,2140,1640,67
438000,4,2.5,1970,8545,2,0,8,1970,2590,14
590000,3,2.75,2550,54014,2,0,8,1980,2180,51
329500,3,1,1080,5250,1,0,7,1080,1100,71
1.20E+06,3,2.25,3070,9645,2,0,10,2110,3130,31
415000,2,1,1470,6000,1,0,6,900,1670,74
900000,4,2.5,3620,42580,2,0,10,3620,2950,34
378000,3,1.5,1050,57499,1,0,7,1050,1460,43
474000,2,1,1050,403365,1,0,6,1050,1760,113
464000,3,1,1320,3625,2,0,7,1320,1660,118
310000,3,1,1210,7649,1,0,7,1210,1210,62
580000,3,1.5,1860,7190,2,0,7,1860,1670,66
999000,3,2.75,2830,505166,1,1,8,1830,2120,56
510000,2,1,810,6480,1,0,6,810,1920,76
650000,3,1.5,1630,7475,1,0,7,1160,2320,78
196000,3,1,880,19600,1,0,7,880,880,40
220000,4,1.75,1660,11664,1,0,6,1010,1670,66
855000,3,2.25,3440,10628,2,0,10,3440,3170,33
483000,3,1.75,2110,10454,1,0,8,1440,1990,40
400000,3,1,1060,12000,1,0,7,1060,1550,66
435000,3,2.5,1900,7984,2,0,8,1900,2650,25
219500,1,1,820,1060,1,0,8,760,1770,11
2.95E+06,4,3.5,4860,23885,2,0,12,4860,3580,22
427000,3,2.5,2050,3218,3,0,7,2050,2050,10
430000,2,1.5,1090,4013,1.5,0,7,1090,1390,118
685000,2,1.5,1090,4013,1.5,0,7,1090,1390,118
495000,2,1.5,1920,6250,1,0,7,1060,2070,81
299950,3,2.5,1870,7942,2,0,7,1870,1870,28
390000,4,1.75,2690,46609,1.5,0,7,2690,1920,78
385000,3,1.75,2160,5863,1.5,0,7,1260,1590,90
740000,4,2.5,3000,10392,2,0,9,3000,3140,23
991700,4,3,2290,2350,2,0,9,1610,1610,94
765000,3,2.75,2250,9600,2.5,0,9,1830,2060,109
802000,4,2.25,2130,8734,2,0,8,2130,2550,57
950000,4,2.75,2500,20000,1,0,8,1700,2650,49
392000,4,2.5,2300,41167,2,0,7,2300,2300,30
590000,3,2.5,3360,218235,1,0,8,3360,2650,29
425000,4,2.5,1920,9000,2,0,7,1920,1530,29
765000,5,1.75,2440,15143,1.5,0,8,1740,2390,74
313500,3,2.25,1440,3488,2,0,7,1440,1390,35
320000,3,1,1780,6840,2,0,6,1780,1410,71
604000,4,1.75,1490,4485,1,0,8,1350,1380,58
570000,3,2,1400,1657,2,0,8,1060,1540,14
639000,4,2.5,2150,12028,2,0,8,2150,1800,36
335000,4,2,1910,10200,1,0,7,1910,1820,55
896000,4,1.75,2660,3520,2,0,8,2080,2100,101
259500,3,1.75,1650,12349,1,0,7,1650,1470,61
637000,3,2,1980,6000,1,0,7,1380,1260,60
307450,4,2.75,2690,8874,1,0,8,1370,1990,38
535000,3,1.75,1380,3561,1,0,7,860,1820,93
669500,4,2.25,2500,4046,1.5,0,7,1520,1410,78
259000,3,1.75,1590,7148,1,0,7,1590,1150,66
441000,4,1.5,1100,3300,1,0,7,1100,2020,99
228800,4,2.5,1470,1612,2,0,7,980,1460,15
530000,2,2,1680,4950,1,0,8,1680,1570,12
524000,2,2,1450,2272,1,0,6,750,2170,94
430000,4,2.25,2020,4840,1.5,0,8,1200,1410,93
1.33E+06,4,3.25,2470,4760,1.5,0,9,1890,2470,112
210000,3,1,1230,12201,1,0,7,1230,1230,49
449000,4,2.5,1850,5040,1,0,7,1230,1010,88
945000,2,2.5,2540,7089,2,0,9,2540,1330,14
200450,3,1,970,9130,1,0,6,970,1000,61
219950,3,1.5,1070,6601,1,0,6,1070,1030,33
659500,4,3,2620,18362,1,0,8,1870,2630,62
746000,4,2.75,2110,8190,1.5,0,8,2110,2420,52
540000,3,1.75,2110,7129,1,0,8,1280,1810,36
485000,5,2,1910,5508,1,0,7,1020,1030,50
202000,2,1,670,7844,1,0,6,670,740,76
2.53E+06,4,5.5,6930,45100,1,0,11,4310,2560,68
502000,3,2.75,2010,11200,1,0,8,1360,2200,39
279000,2,2.75,1770,10534,1,0,8,1210,1600,15
409500,3,1,1340,4120,1,0,7,1040,1270,97
453000,3,2,1660,15050,1,0,7,1260,1660,35
367000,4,1,1820,5500,1.5,0,6,1820,1140,71
550000,3,2.5,2510,5400,2,0,9,2510,1840,26
273500,3,1.5,1560,8314,1,0,7,1560,1820,56
505000,4,3,2280,7400,1,0,7,1340,1540,40
770000,3,2.5,2650,40705,2,0,9,2650,2550,24
565000,4,2.25,2470,7447,2,0,8,2470,2270,34
316000,3,0.75,1270,10092,1,0,7,1270,1300,47
160000,4,1,1520,7298,1.5,0,7,1520,1520,58
170000,3,1,1310,9529,1,0,7,1310,1330,62
235000,3,1,1310,9529,1,0,7,1310,1330,62
1.80E+06,4,3.5,3930,39098,2,0,12,3930,4250,19
310000,3,1,990,7050,1,0,7,990,1200,51
285000,4,1.75,2080,13629,1,0,7,1040,1780,63
280000,2,1,960,4920,1,0,6,960,1010,76
2.30E+06,4,4.25,4070,13860,2,0,10,4070,3430,14
763776,4,2.5,2750,16139,2,0,9,2750,2810,29
530000,5,2.75,3230,13572,1,0,8,1880,2910,53
362000,1,1,890,211576,1.5,0,7,890,1670,22
430000,2,1,990,4920,1,0,6,990,990,87
456500,3,1,1290,3880,1.5,0,7,1290,1290,99
445000,4,2.5,2170,5257,2,0,7,2170,1430,29
386900,3,1,1330,10500,1,0,7,960,1460,55
479000,3,1,1340,13750,1,0,7,1340,1430,63
525000,3,2.5,2200,4544,2,0,8,2200,2400,18
272000,4,1.75,2520,10890,1,0,7,1260,2090,39
517000,4,1,1180,13500,1.5,0,7,1180,1580,68
615000,3,1.75,2660,7800,1,0,8,1330,1950,67
439000,3,1.75,1250,7030,1,0,7,1250,1460,53
716000,3,2.5,2270,7866,1,0,10,2270,2580,30
308000,2,1,1080,6250,1,0,7,1080,2100,76
800000,3,2.25,1620,4500,2,0,8,1620,1210,92
575000,3,2,940,5000,1,0,7,880,1420,77
219950,3,1.5,1620,9310,1,0,7,1620,1610,51
770000,4,2.5,2350,8001,2,0,8,2350,2460,31
424950,3,1.75,2090,7505,1,0,7,2090,1510,51
387000,3,2.25,1760,45133,2,0,7,1760,1910,34
790000,4,1.75,2050,10920,1,0,8,1450,2440,44
156000,2,1,600,4000,1,0,5,600,1290,85
580000,2,1,2540,7000,1,0,8,1320,2160,76
490000,4,2.25,2090,10869,2,0,8,2090,1800,48
950000,5,3.25,2700,3650,2,0,9,2070,1940,92
400000,2,2.5,1410,1281,2,0,8,1090,1410,10
325000,2,2.5,1170,1638,2,0,8,1170,1350,10
365000,4,2.5,2540,6688,2,0,9,2540,2810,16
255000,3,1.75,2190,6000,1.5,0,7,2190,1610,98
985000,5,3.5,3890,13261,2,0,9,2870,3080,34
595000,4,2.5,2030,10722,1,0,7,1100,1610,51
427500,3,1,1350,7085,1,0,7,1350,1350,74
728000,3,1.5,1940,4000,1.5,0,8,1310,1940,103
549950,2,1,1260,4000,1,0,7,1000,1780,78
650000,3,2,2800,10501,1,0,7,1400,2260,64
1.13E+06,5,3.25,3080,13394,1,0,9,2230,2810,50
203000,3,1,840,6500,1,0,6,840,920,49
311000,2,1,860,3300,1,0,6,860,1380,115
387500,6,2,2400,7684,1,0,6,1200,1290,86
370000,4,2,1640,7200,1,0,7,1640,1500,55
228000,2,1,1060,6100,1,0,6,1060,1550,67
740000,2,1.75,2080,4800,1,0,7,1080,1310,95
200000,4,2,2090,6630,1,0,7,1070,1550,44
660000,3,1,1240,3500,1,0,7,1240,1650,91
275000,4,2,2030,8426,2,0,7,2030,1190,74
708000,2,1,1120,5250,1,0,7,950,1510,80
280000,3,2.5,1270,9675,2,0,8,1270,1270,25
325000,4,2.5,2260,5702,2,0,8,2260,2450,16
495000,3,2.5,1780,47480,2,0,7,1780,1890,23
691000,2,2,1780,3810,1.5,0,7,980,1690,96
2.29E+06,4,2.5,4080,18362,2,0,11,4080,4080,35
329500,3,2.5,2120,22482,1,0,7,1360,2330,39
348000,3,2.5,2060,7458,2,0,9,2060,2480,29
425000,2,1,1670,6212,1,0,7,1670,1670,71
210000,3,1,1080,21043,1,0,6,1080,1380,76
285000,2,1,1210,4895,1,0,6,710,1100,67
222000,3,1,990,8840,1,0,6,990,1120,52
200000,4,2.5,1720,9600,1,0,7,1120,1520,57
247500,3,2,1530,8749,1,0,7,1530,1750,23
1.50E+06,4,5.5,6550,217374,1,0,11,5400,4110,12
190000,3,1.75,1100,9452,1,0,6,1100,1350,76
975000,4,2.5,3020,4950,1.5,0,9,2020,2300,97
1.13E+06,4,3,3180,4649,2,0,9,2070,2720,93
283200,4,1.75,1830,12540,1,0,8,1130,2020,60
650000,3,2.5,2540,8073,1,0,8,1880,2110,81
449500,3,2,1770,6610,1,0,7,960,2010,64
400000,3,1.75,1470,6682,1,0,7,1470,1790,31
89950,1,1,570,4080,1,0,5,570,890,76
158800,3,1,960,8291,1,0,6,960,1110,68
870000,4,3,2940,7108,2,0,9,2220,2240,7
196000,3,1.5,1000,18568,1,0,6,1000,1610,29
850000,3,1.75,2450,8603,1,0,8,1340,2280,78
775000,4,2.5,3310,5101,2,0,9,3310,3010,13
483500,3,2.5,1670,4308,2,0,8,1670,1670,17
387000,3,1.5,1620,21929,2,0,7,1620,1600,28
900000,3,3,2990,30869,2,0,10,2990,1750,67
336000,3,1.5,1240,5000,1,0,7,1240,1050,54
415000,2,1,670,6000,1,0,6,670,1240,69
380000,0,0,1470,979,3,0,8,1470,1470,12
350000,3,1.5,1320,4400,1,0,6,1320,1350,109
1.32E+06,4,5.25,6110,10369,2,0,11,6110,4190,13
765000,3,1.75,2440,5800,1,0,8,1320,2530,73
527000,4,2.5,2900,6736,2,0,8,2900,2900,5
